prompt_id,model,content_type,length_tier,token_count,gold_answer,n_samples_attempted,n_valid_samples,pct_unparseable,answer_mean,answer_sd,answer_variance,answer_cv,frac_correct,mean_logprob_entropy_first_k,mean_answer_token_entropy,n_entropy_first_k_obs,n_answer_token_entropy_obs,low_n_flag
seed_000_relevant_long,openai/gpt-4o-mini,relevant,long,703,10.0,20,10,0.5,5.6,4.695151163109069,22.044444444444444,0.838419850555191,0.5,0.6128719484457923,0.040744893383952804,20,10,False
seed_000_relevant_medium,openai/gpt-4.1-mini,relevant,medium,315,10.0,20,20,0.0,10.0,0.0,0.0,0.0,1.0,0.4787149502400185,1.8565945754789153e-05,20,20,False
seed_000_relevant_medium,openai/gpt-4.1-nano,relevant,medium,315,10.0,20,20,0.0,10.499665,4.7485697938016305,22.548915086605263,0.4522591714880075,0.7,0.44538569528723054,0.04289433672210612,20,20,False
seed_000_relevant_medium,openai/gpt-4o-mini,relevant,medium,315,10.0,20,10,0.5,27.01,38.59275838807068,1489.4009999999996,1.4288322246601508,0.7,0.47421505377556283,0.00012378849190604327,20,10,False
seed_000_relevant_short,openai/gpt-4.1-mini,relevant,short,126,10.0,20,20,0.0,10.0,0.0,0.0,0.0,1.0,0.4636191010786656,8.277954645082109e-06,20,20,False
seed_000_relevant_short,openai/gpt-4.1-nano,relevant,short,126,10.0,20,20,0.0,10.833499999999999,3.2215920794408146,10.378655526315793,0.29737315543829923,0.85,0.41294397806928196,0.07014680482114802,20,20,False
seed_000_relevant_short,openai/gpt-4o-mini,relevant,short,126,10.0,20,9,0.55,7.800000000000001,4.365489663256574,19.0575,0.559678161955971,0.7777777777777778,0.5028906697355808,0.0005236246638360392,20,9,False
seed_001_bare_bare,openai/gpt-4.1-mini,bare,bare,68,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.19434448277145713,4.772952775626549e-06,20,20,False
seed_001_bare_bare,openai/gpt-4.1-nano,bare,bare,68,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.29635048676655285,5.946305557185505e-06,20,20,False
seed_001_bare_bare,openai/gpt-4o-mini,bare,bare,68,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.28903499138852057,4.076469703671778e-07,20,20,False
seed_001_filler_long,openai/gpt-4.1-mini,filler,long,715,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.1766371338763854,4.191487396948081e-06,20,20,False
seed_001_filler_long,openai/gpt-4.1-nano,filler,long,715,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.27178479252946214,2.465986395573757e-06,20,20,False
seed_001_filler_long,openai/gpt-4o-mini,filler,long,715,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.2347696005506914,0.00020370260656642003,20,20,False
seed_001_filler_medium,openai/gpt-4.1-mini,filler,medium,323,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.17061545720024063,2.298477473092575e-06,20,20,False
seed_001_filler_medium,openai/gpt-4.1-nano,filler,medium,323,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.2698328223863219,3.1390274359102394e-06,20,20,False
seed_001_filler_medium,openai/gpt-4o-mini,filler,medium,323,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.23896116029646586,1.1504097610053318e-06,20,20,False
seed_001_filler_short,openai/gpt-4.1-mini,filler,short,144,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.20298330325425615,4.348382632817054e-06,20,20,False
seed_001_filler_short,openai/gpt-4.1-nano,filler,short,144,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.2929279635907098,3.289206031233471e-05,20,20,False
seed_001_filler_short,openai/gpt-4o-mini,filler,short,144,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.22532024054154848,3.400316756879234e-07,20,20,False
seed_001_relevant_long,openai/gpt-4.1-mini,relevant,long,713,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.3191577940128953,8.976304524371592e-06,20,20,False
seed_001_relevant_long,openai/gpt-4.1-nano,relevant,long,713,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.460003302453167,0.02145580124781602,20,20,False
seed_001_relevant_long,openai/gpt-4o-mini,relevant,long,713,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.5845310157224548,3.920420562159538e-07,20,20,False
seed_001_relevant_medium,openai/gpt-4.1-mini,relevant,medium,324,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.31175753707528997,4.4640549986035124e-06,20,20,False
seed_001_relevant_medium,openai/gpt-4.1-nano,relevant,medium,324,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.40184943047958976,4.9129543039851766e-06,20,20,False
seed_001_relevant_medium,openai/gpt-4o-mini,relevant,medium,324,85.0,20,19,0.050000000000000044,85.0,0.0,0.0,0.0,1.0,0.4800105715871731,3.634130635996469e-07,20,19,False
seed_001_relevant_short,openai/gpt-4.1-mini,relevant,short,141,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.2355641695739593,1.3029220160205916e-05,20,20,False
seed_001_relevant_short,openai/gpt-4.1-nano,relevant,short,141,85.0,20,19,0.050000000000000044,85.0,0.0,0.0,0.0,1.0,0.2884784350428175,8.326711263277687e-06,20,19,False
seed_001_relevant_short,openai/gpt-4o-mini,relevant,short,141,85.0,20,20,0.0,85.0,0.0,0.0,0.0,1.0,0.414602785795831,2.1980112560320054e-07,20,20,False
seed_002_bare_bare,openai/gpt-4.1-mini,bare,bare,68,398.0,20,20,0.0,398.0,0.0,0.0,0.0,1.0,0.20845526560308483,3.1797366443325186e-06,20,20,False
seed_002_bare_bare,openai/gpt-4.1-nano,bare,bare,68,398.0,20,20,0.0,388.05,44.49775275224582,1980.0500000000006,0.11467015269229693,0.95,0.29660838156414804,0.002497527120808245,20,20,False
seed_002_bare_bare,openai/gpt-4o-mini,bare,bare,68,398.0,20,17,0.15000000000000002,398.0,0.0,0.0,0.0,1.0,0.3285607041860264,3.40381457734617e-07,20,17,False
seed_002_filler_long,openai/gpt-4.1-mini,filler,long,714,398.0,20,20,0.0,398.0,0.0,0.0,0.0,1.0,0.25427872847373034,3.063057728427611e-06,20,20,False
seed_002_filler_long,openai/gpt-4.1-nano,filler,long,714,398.0,20,19,0.050000000000000044,398.0,0.0,0.0,0.0,1.0,0.3440579839767848,0.00019712296581151907,20,19,False
seed_002_filler_long,openai/gpt-4o-mini,filler,long,714,398.0,20,20,0.0,398.0,0.0,0.0,0.0,1.0,0.3558102937475273,5.83614710557238e-07,20,20,False
seed_002_filler_medium,openai/gpt-4.1-mini,filler,medium,322,398.0,20,20,0.0,388.05,44.49775275224582,1980.0500000000006,0.11467015269229693,0.95,0.2607825966116586,2.332554799514704e-06,20,20,False
seed_002_filler_medium,openai/gpt-4.1-nano,filler,medium,322,398.0,20,20,0.0,402.0,17.88854381999832,320.0,0.044498865223876416,0.95,0.32920460005930485,0.00019594646829045292,20,20,False
seed_002_filler_medium,openai/gpt-4o-mini,filler,medium,322,398.0,20,19,0.050000000000000044,398.0,0.0,0.0,0.0,1.0,0.32317624217433666,4.829449848393858e-07,20,19,False
seed_002_filler_short,openai/gpt-4.1-mini,filler,short,154,398.0,20,20,0.0,388.05,44.49775275224582,1980.0500000000006,0.11467015269229693,0.95,0.23185215601233872,3.4486889393421313e-06,20,20,False
seed_002_filler_short,openai/gpt-4.1-nano,filler,short,154,398.0,20,20,0.0,406.0,24.623480450043697,606.3157894736842,0.060648966625723395,0.9,0.40291853418104573,0.0003348930698364953,20,20,False
seed_002_filler_short,openai/gpt-4o-mini,filler,short,154,398.0,20,18,0.09999999999999998,398.0,0.0,0.0,0.0,1.0,0.3253518835597388,3.462155094318773e-07,20,18,False
seed_002_relevant_long,openai/gpt-4.1-mini,relevant,long,715,398.0,20,20,0.0,398.0,0.0,0.0,0.0,1.0,0.4172459023227731,1.7496077967401876e-06,20,20,False
seed_002_relevant_long,openai/gpt-4.1-nano,relevant,long,715,398.0,20,18,0.09999999999999998,398.0,0.0,0.0,0.0,1.0,0.39338067094193524,0.0010384406080858673,20,18,False
seed_002_relevant_long,openai/gpt-4o-mini,relevant,long,715,398.0,20,20,0.0,398.0,0.0,0.0,0.0,1.0,0.5523662184440279,3.6669945826883886e-06,20,20,False
seed_002_relevant_medium,openai/gpt-4.1-mini,relevant,medium,323,398.0,20,19,0.050000000000000044,398.0,0.0,0.0,0.0,1.0,0.34795932485829817,3.1293142991259925e-06,20,19,False
seed_002_relevant_medium,openai/gpt-4.1-nano,relevant,medium,323,398.0,20,17,0.15000000000000002,386.29411764705884,48.264589382230255,2329.4705882352937,0.12494259471568667,0.9411764705882353,0.42545165626055254,0.002786423733159736,20,17,False
seed_002_relevant_medium,openai/gpt-4o-mini,relevant,medium,323,398.0,20,16,0.19999999999999996,398.0,0.0,0.0,0.0,1.0,0.60983391226428,5.572362198261354e-07,20,16,False
seed_002_relevant_short,openai/gpt-4.1-mini,relevant,short,158,398.0,20,20,0.0,378.1,61.2509076194837,3751.6736842105265,0.16199658190818222,0.9,0.42644448366911253,5.4688867432306404e-06,20,20,False
seed_002_relevant_short,openai/gpt-4.1-nano,relevant,short,158,398.0,20,9,0.55,398.0,0.0,0.0,0.0,1.0,0.4780427315546909,0.005415226851460001,20,9,False
seed_002_relevant_short,openai/gpt-4o-mini,relevant,short,158,398.0,20,20,0.0,398.0,0.0,0.0,0.0,1.0,0.5059390900712128,3.8173911218618005e-07,20,20,False
seed_003_bare_bare,openai/gpt-4.1-mini,bare,bare,79,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.3800928895563036,1.6757231456460537e-05,20,20,False
seed_003_bare_bare,openai/gpt-4.1-nano,bare,bare,79,200.0,20,19,0.050000000000000044,726.3157894736842,904.8278567177282,818713.4502923978,1.2457774838867273,0.7368421052631579,0.241241577234636,0.00012538559291381691,20,19,False
seed_003_bare_bare,openai/gpt-4o-mini,bare,bare,79,200.0,20,17,0.15000000000000002,200.0,0.0,0.0,0.0,1.0,0.325784469379527,1.0522368434738329e-05,20,17,False
seed_003_filler_long,openai/gpt-4.1-mini,filler,long,728,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.38037005645279987,1.0203308245428084e-05,20,20,False
seed_003_filler_long,openai/gpt-4.1-nano,filler,long,728,200.0,20,17,0.15000000000000002,452.94117647058823,658.7086296865476,433897.0588235294,1.4542917798274428,0.7058823529411765,0.239495707065461,6.030506035539242e-05,20,17,False
seed_003_filler_long,openai/gpt-4o-mini,filler,long,728,200.0,20,19,0.050000000000000044,200.0,0.0,0.0,0.0,1.0,0.35271083174449747,5.296899918409213e-08,20,19,False
seed_003_filler_medium,openai/gpt-4.1-mini,filler,medium,339,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.33541413635980893,4.769975400207089e-06,20,20,False
seed_003_filler_medium,openai/gpt-4.1-nano,filler,medium,339,200.0,20,16,0.19999999999999996,831.25,953.3930633969042,908958.3333333334,1.1469390236353734,0.625,0.2655411505686708,0.0003537728615810818,20,16,False
seed_003_filler_medium,openai/gpt-4o-mini,filler,medium,339,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.3190677138542016,2.6040797251015183e-08,20,20,False
seed_003_filler_short,openai/gpt-4.1-mini,filler,short,161,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.3426499179562415,5.627696492174128e-06,20,20,False
seed_003_filler_short,openai/gpt-4.1-nano,filler,short,161,200.0,20,20,0.0,695.0,891.7605295735302,795236.8421052631,1.2831086756453671,0.7,0.23106780960118986,0.005396205707959246,20,20,False
seed_003_filler_short,openai/gpt-4o-mini,filler,short,161,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.37208351843553455,5.5826755136461923e-08,20,20,False
seed_003_relevant_long,openai/gpt-4.1-mini,relevant,long,728,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.341520408107932,2.3895291140831743e-05,20,20,False
seed_003_relevant_long,openai/gpt-4.1-nano,relevant,long,728,200.0,20,16,0.19999999999999996,218.75,40.311288741492746,1625.0,0.18428017710396682,0.8125,0.4165023589720482,0.02089340504713192,20,16,False
seed_003_relevant_long,openai/gpt-4o-mini,relevant,long,728,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.45568635226507304,1.1061259219420707e-07,20,20,False
seed_003_relevant_medium,openai/gpt-4.1-mini,relevant,medium,328,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.2509775847139634,1.3485939985861033e-05,20,20,False
seed_003_relevant_medium,openai/gpt-4.1-nano,relevant,medium,328,200.0,20,20,0.0,405.0,614.2817800188753,377342.1052631579,1.5167451358490749,0.85,0.2852521420898675,0.0008257515149807506,20,20,False
seed_003_relevant_medium,openai/gpt-4o-mini,relevant,medium,328,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.44210798303505905,1.5335177238211213e-07,20,20,False
seed_003_relevant_short,openai/gpt-4.1-mini,relevant,short,169,200.0,20,20,0.0,200.0,0.0,0.0,0.0,1.0,0.33649147557390935,0.0001277127586567459,20,20,False
seed_003_relevant_short,openai/gpt-4.1-nano,relevant,short,169,200.0,20,16,0.19999999999999996,343.75,496.6135318333563,246625.0,1.4446939107879457,0.75,0.47592409543728376,0.0004479427963136005,20,16,False
seed_003_relevant_short,openai/gpt-4o-mini,relevant,short,169,200.0,20,19,0.050000000000000044,200.0,0.0,0.0,0.0,1.0,0.5030484944282267,0.0008563538587785897,20,19,False
seed_004_bare_bare,openai/gpt-4.1-mini,bare,bare,78,40.0,20,20,0.0,40.0,0.0,0.0,0.0,1.0,0.21600044060924706,2.8813702620756293e-07,20,20,False
seed_004_bare_bare,openai/gpt-4.1-nano,bare,bare,78,40.0,20,17,0.15000000000000002,39.88235294117647,0.48507125007266594,0.2352941176470588,0.012162553467898704,0.9411764705882353,0.34366034633456016,3.9085992870302273e-05,20,17,False
seed_004_bare_bare,openai/gpt-4o-mini,bare,bare,78,40.0,20,19,0.050000000000000044,39.578947368421055,0.8377078165833911,0.7017543859649124,0.021165490046654828,0.7894736842105263,0.38104050755566565,1.93690309697575e-05,20,19,False
seed_004_filler_long,openai/gpt-4.1-mini,filler,long,726,40.0,20,20,0.0,40.0,0.0,0.0,0.0,1.0,0.2595357483126651,1.0729930513186467e-07,20,20,False
seed_004_filler_long,openai/gpt-4.1-nano,filler,long,726,40.0,20,20,0.0,40.0,2.051956704170308,4.2105263157894735,0.0512989176042577,0.75,0.3928908006343917,0.0005206956885696484,20,20,False
seed_004_filler_long,openai/gpt-4o-mini,filler,long,726,40.0,20,20,0.0,39.4,0.9403246919632545,0.8842105263157896,0.023866108933077525,0.7,0.49883285579473463,2.528889929980143e-05,20,20,False
seed_004_filler_medium,openai/gpt-4.1-mini,filler,medium,336,40.0,20,20,0.0,40.0,0.0,0.0,0.0,1.0,0.2707822284273171,1.4587950918068152e-07,20,20,False
seed_004_filler_medium,openai/gpt-4.1-nano,filler,medium,336,40.0,20,18,0.09999999999999998,39.666666666666664,2.3008949665421117,5.294117647058824,0.058005755459044836,0.5555555555555556,0.38773754046370346,0.00020140912434093454,20,18,False
seed_004_filler_medium,openai/gpt-4o-mini,filler,medium,336,40.0,20,19,0.050000000000000044,39.68421052631579,0.7492686492653553,0.56140350877193,0.018880774981487734,0.8421052631578947,0.39828817117010085,4.6413361341068826e-05,20,19,False
seed_004_filler_short,openai/gpt-4.1-mini,filler,short,156,40.0,20,20,0.0,39.8,0.6155870112510924,0.3789473684210526,0.015467010332942021,0.9,0.23122291200772205,2.0013835295824612e-07,20,20,False
seed_004_filler_short,openai/gpt-4.1-nano,filler,short,156,40.0,20,18,0.09999999999999998,40.333333333333336,1.9703687322875563,3.8823529411764715,0.04885211732944354,0.8888888888888888,0.3342887163674161,0.0003249730231784058,20,18,False
seed_004_filler_short,openai/gpt-4o-mini,filler,short,156,40.0,20,20,0.0,39.6,0.8207826816681232,0.6736842105263157,0.020726835395659674,0.8,0.40602750770327634,1.776772886225166e-05,20,20,False
seed_004_relevant_long,openai/gpt-4.1-mini,relevant,long,723,40.0,20,20,0.0,40.8,2.46234804500437,6.063157894736843,0.060351667769714956,0.9,0.4571313149154205,1.9993324830778358e-07,20,20,False
seed_004_relevant_long,openai/gpt-4.1-nano,relevant,long,723,40.0,20,19,0.050000000000000044,40.8421052631579,2.522414141138446,6.362573099415205,0.06176014005364752,0.8947368421052632,0.36209268899622676,0.00015150592323240713,20,19,False
seed_004_relevant_long,openai/gpt-4o-mini,relevant,long,723,40.0,20,15,0.25,40.0,2.390457218668787,5.714285714285714,0.05976143046671968,0.6666666666666666,0.5452358524770401,0.08857563213813871,20,15,False
seed_004_relevant_medium,openai/gpt-4.1-mini,relevant,medium,332,40.0,20,20,0.0,40.0,0.0,0.0,0.0,1.0,0.3565870696806034,2.9003693224174844e-06,20,20,False
seed_004_relevant_medium,openai/gpt-4.1-nano,relevant,medium,332,40.0,20,20,0.0,39.85,0.4893604849295929,0.2394736842105263,0.012280062357078868,0.9,0.3834661698440579,0.0004914436978778477,20,20,False
seed_004_relevant_medium,openai/gpt-4o-mini,relevant,medium,332,40.0,20,17,0.15000000000000002,39.529411764705884,0.8744746321952063,0.7647058823529412,0.02212212611208111,0.7647058823529411,0.4640058689940473,4.161106077814286e-06,20,17,False
seed_004_relevant_short,openai/gpt-4.1-mini,relevant,short,151,40.0,20,20,0.0,40.0,0.0,0.0,0.0,1.0,0.28893192972602305,4.959104422819751e-07,20,20,False
seed_004_relevant_short,openai/gpt-4.1-nano,relevant,short,151,40.0,20,20,0.0,40.8,2.46234804500437,6.063157894736843,0.060351667769714956,0.9,0.39339557901916866,0.0008228461138996338,20,20,False
seed_004_relevant_short,openai/gpt-4o-mini,relevant,short,151,40.0,20,18,0.09999999999999998,39.333333333333336,0.9701425001453319,0.9411764705882353,0.02466463983420335,0.6666666666666666,0.4651919389875757,1.2652321039705388e-05,20,18,False
seed_005_bare_bare,openai/gpt-4.1-mini,bare,bare,78,32.0,20,20,0.0,32.0,0.0,0.0,0.0,1.0,0.2816898349415399,3.7822423218489664e-06,20,20,False
seed_005_bare_bare,openai/gpt-4.1-nano,bare,bare,78,32.0,20,18,0.09999999999999998,32.0,0.0,0.0,0.0,1.0,0.3250576284159291,0.0007526847600021441,20,18,False
seed_005_bare_bare,openai/gpt-4o-mini,bare,bare,78,32.0,20,16,0.19999999999999996,32.0,0.0,0.0,0.0,1.0,0.3459069987345033,6.852041430383604e-08,20,16,False
seed_005_filler_long,openai/gpt-4.1-mini,filler,long,735,32.0,20,20,0.0,32.0,0.0,0.0,0.0,1.0,0.32387494308089076,2.0712523488579354e-06,20,20,False
seed_005_filler_long,openai/gpt-4.1-nano,filler,long,735,32.0,20,20,0.0,32.0,0.0,0.0,0.0,1.0,0.316238892357524,0.0001725914869970291,20,20,False
seed_005_filler_long,openai/gpt-4o-mini,filler,long,735,32.0,20,20,0.0,30.933500000000002,4.769532996007051,22.748444999999993,0.1541866583479739,0.95,0.37791986714842507,0.000301262308596745,20,20,False
seed_005_filler_medium,openai/gpt-4.1-mini,filler,medium,336,32.0,20,20,0.0,32.0,0.0,0.0,0.0,1.0,0.278097737510353,1.8728518215413992e-06,20,20,False
seed_005_filler_medium,openai/gpt-4.1-nano,filler,medium,336,32.0,20,20,0.0,32.0,0.0,0.0,0.0,1.0,0.33867968643003193,5.392848349446089e-05,20,20,False
seed_005_filler_medium,openai/gpt-4o-mini,filler,medium,336,32.0,20,20,0.0,32.0,0.0,0.0,0.0,1.0,0.37985513697801576,9.32633741526596e-08,20,20,False
seed_005_filler_short,openai/gpt-4.1-mini,filler,short,158,32.0,20,20,0.0,32.0,0.0,0.0,0.0,1.0,0.3399235850567958,0.00012748104991198913,20,20,False
seed_005_filler_short,openai/gpt-4.1-nano,filler,short,158,32.0,20,20,0.0,32.0,0.0,0.0,0.0,1.0,0.30899178696969176,0.0006477333734347228,20,20,False
seed_005_filler_short,openai/gpt-4o-mini,filler,short,158,32.0,20,19,0.050000000000000044,32.0,0.0,0.0,0.0,1.0,0.3563048016760074,1.5709451359488622e-07,20,19,False
seed_005_relevant_long,openai/gpt-4.1-mini,relevant,long,727,32.0,20,19,0.050000000000000044,32.0,0.0,0.0,0.0,1.0,0.49765463411673466,6.975590147875185e-06,20,19,False
seed_005_relevant_long,openai/gpt-4.1-nano,relevant,long,727,32.0,20,5,0.75,40.0,17.88854381999832,320.0,0.447213595499958,0.8,0.5392993742530123,0.00022383742067544286,20,5,False
seed_005_relevant_long,openai/gpt-4o-mini,relevant,long,727,32.0,20,11,0.44999999999999996,32.0,0.0,0.0,0.0,1.0,0.6026764011916331,1.3286895388557382e-06,20,11,False
seed_005_relevant_medium,openai/gpt-4.1-mini,relevant,medium,335,32.0,20,19,0.050000000000000044,32.0,0.0,0.0,0.0,1.0,0.5225917404329026,6.533784891064366e-06,20,19,False
seed_005_relevant_medium,openai/gpt-4.1-nano,relevant,medium,335,32.0,20,16,0.19999999999999996,32.0,0.0,0.0,0.0,1.0,0.44912631613352516,0.06779704117625246,20,16,False
seed_005_relevant_medium,openai/gpt-4o-mini,relevant,medium,335,32.0,20,12,0.4,32.0,0.0,0.0,0.0,1.0,0.5327725463892106,9.665773392395066e-06,20,12,False
seed_005_relevant_short,openai/gpt-4.1-mini,relevant,short,143,32.0,20,18,0.09999999999999998,32.0,0.0,0.0,0.0,1.0,0.3918355972072195,6.599491190132933e-05,20,18,False
seed_005_relevant_short,openai/gpt-4.1-nano,relevant,short,143,32.0,20,14,0.30000000000000004,32.0,0.0,0.0,0.0,1.0,0.3857103051251316,0.0005325377183258733,20,14,False
seed_005_relevant_short,openai/gpt-4o-mini,relevant,short,143,32.0,20,10,0.5,32.0,0.0,0.0,0.0,1.0,0.6132686559667538,2.1588150756830637e-07,20,10,False
seed_006_bare_bare,openai/gpt-4.1-mini,bare,bare,84,4.0,20,19,0.050000000000000044,4.0,0.0,0.0,0.0,1.0,0.3928030530679602,8.510688230612088e-06,20,19,False
seed_006_bare_bare,openai/gpt-4.1-nano,bare,bare,84,4.0,20,10,0.5,3.7332799999999997,1.8908820979755572,3.5754351084444442,0.5064935118650509,0.2,0.43415455186123386,0.040016288819318846,20,10,False
seed_006_bare_bare,openai/gpt-4o-mini,bare,bare,84,4.0,20,8,0.6,3.63625,2.879528421212652,8.291683928571427,0.7918950625541841,0.375,0.3858329325977459,0.0031090215015909693,20,8,False
seed_006_filler_long,openai/gpt-4.1-mini,filler,long,731,4.0,20,20,0.0,4.0,0.0,0.0,0.0,1.0,0.362449741026591,2.607875801646204e-05,20,20,False
seed_006_filler_long,openai/gpt-4.1-nano,filler,long,731,4.0,20,18,0.09999999999999998,3.9814888888888893,2.0878441971646224,4.359093391633987,0.5243877994966037,0.3888888888888889,0.3305384178806134,0.10115020960070951,20,18,False
seed_006_filler_long,openai/gpt-4o-mini,filler,long,731,4.0,20,10,0.5,4.468,5.5509854980895055,30.81344,1.2423870855168992,0.0,0.424671897850034,0.20954665993056865,20,10,False
seed_006_filler_medium,openai/gpt-4.1-mini,filler,medium,340,4.0,20,20,0.0,4.0,0.0,0.0,0.0,1.0,0.37350369394959454,2.32281612192223e-05,20,20,False
seed_006_filler_medium,openai/gpt-4.1-nano,filler,medium,340,4.0,20,15,0.25,4.8669,2.6509379782042646,7.027472164285714,0.5446871680544627,0.0,0.37019082698628736,0.18147736364898912,20,15,False
seed_006_filler_medium,openai/gpt-4o-mini,filler,medium,340,4.0,20,8,0.6,3.4795875,4.878962939114213,23.80427936125,1.4021670497190293,0.125,0.4491111790457249,0.031034404684255786,20,8,False
seed_006_filler_short,openai/gpt-4.1-mini,filler,short,167,4.0,20,20,0.0,4.0,0.0,0.0,0.0,1.0,0.38763540127967266,7.726974162963896e-06,20,20,False
seed_006_filler_short,openai/gpt-4.1-nano,filler,short,167,4.0,20,14,0.30000000000000004,4.309533333335714,2.5198776062378356,6.349783150418925,0.5847216882500295,0.14285714285714285,0.4015889905648713,0.061856169209183,20,14,False
seed_006_filler_short,openai/gpt-4o-mini,filler,short,167,4.0,20,4,0.8,7.0,5.354126134736337,28.666666666666668,0.7648751621051909,0.5,0.3523273567305369,0.24515505263815757,20,4,True
seed_006_relevant_long,openai/gpt-4.1-mini,relevant,long,731,4.0,20,8,0.6,3.5,0.9258200997725514,0.8571428571428571,0.26452002850644324,0.75,0.45403553340854313,5.923918276943453e-06,20,8,False
seed_006_relevant_long,openai/gpt-4.1-nano,relevant,long,731,4.0,20,4,0.8,4.375,2.688710967483613,7.229166666666667,0.6145625068533973,0.5,0.5072634613620264,0.11242592494612685,20,4,True
